document_id,Review_clean,sentiment
802,a child earli i grew play barbi i almost i couldnt wait see moviemargot robbi perfect barbi she beauti brilliant the ken great ryan gosl simu liu give outstand perform the set good costum amazingi dont understand lot viewer say movi preachi i look satir statement societi there mani part movi laughoutloud funnybarbi brilliant film age watch movi reminisc it enjoy men woman,positive
803,ye barbi mean par anim movi lead charact stori revolv around i put acquir humor caught unexpectedli movi high point somehow god know reason kept interestth conflict part start ken introduc men world pure comedi the whole kenland pure comedi imo probabl best parton hand i also wasnt fan barbieland essenti control know exactli opposit happen real world yeah happen real world rule men justifi ye barbieland practic also righton whole good small giggli movi worth rewatch,neutral
804,i saw trailer higher hope visual interest would barbi like exist pink world who ken worldi like existenti crisi child enjoy miss man woman domin feminist mayb pick learn themei like fantasi surreal barbi world real world some io murki mattel want keep barbi box know barbi ken live altern univers they mention dont genitalsmargo ryan doll come lifea i understand sinc barbi grown fashion doll long leg tini waist dress tini fashion outfit push unreal bodi type,neutral
805,first good bit i thoroughli enjoy cast even got see favorit semimajor role for blockbust movi like good act expect i also mani fellow viewer point enjoy intricaci made movi seem like script kid that whole point float dramaticsth happen imagin actual happen movienow i enjoy movi didnt see preachi allin fact i think great job say barbi stood wasnt perfect woman girl could becomeit couldv better the plot purpos childlik seem rush halffinish toward end without go mean spoil i wish better charact develop realism stead useless scene noth spotlight good look physiqu thi movi couldv transform experi along line perfect isnt good enough i realli got coupl round laugh nod approv mere silenc look movi even didnt know goingtldr it good movienot great movi,positive
806,thi movi awesom unexpect mani good way address mani social issu complic convers fun fair thought way what joy blend comedi music color memori childhood everi frame fill much visual candi ever own barbi ken skipper alan disappoint costum set the actor edit direct write set design solid i dont think preview movi justic much i expect mattel manag pull kaleidoscop movi kudo believ script it worth see twice three time,neutral
807,i love translat barbieland imagin tp screen the cloth colour stage beauti doneth way show stiff unbend limb simpl detail comic way also sad stiff how girl compar unbendi proport busti blond and case barbi without true purpos no one want known stereotyp that averageth stori fun barbi existenti crisi ken need bit lovei kept wonder deep dive stori is person play barbi ken think ifth stori may noth import or might showcas strugl real worlddo girl still play barbi ken even featureth soundtrack goodand love weird barbi dont think barbi would made movi attack hooligan toothpick spike lost head tri fit king solomon mine rememb stewpot and john cena damn look good,neutral
808,greta gerwig hit miss career her film littl woman fairli entertain i found film ladi bird complet obnoxi same goe margot robbi i enjoy wolf of wall street onc upon time in hollywood realli dislik i tonya bird preynow come barbi base long run seri doll mattel now guy i never play barbi prefer play video game doll howev sister enjoy play that question film who target audienc film becaus one hand look like film design sixti year old woman never got play doll anoth hand advertis aim littl girl even though materi mayb offens lot familiesth plotlin extrem thin involv barbi live perfect life barbieland barbi doll type live ken hang beach then sudden barbi escap real world treat like dog realli hammer home greta gerwig misandryi see film decent open weekend expect drop like rock follow week peopl realiz film realli one trick poni the pink set look nice screenplay annoy script definit go divid audienc film realli doenst mainstream appeal most will farrel ceo mattel annoy ever misanderyt stereotyp entertain watch paint drya one scale save headach see much better oppenheim instead,neutral
809,thing i didnt like the board market public esp ip product lack subtletyfeel preachi pointsth mattel scene littl sillylik satir hit hard timeunapologet audaci approacha strong messag way deliveredth motherdaught dynam timesproduct design color palletsmargot robbi guy ryan almost perfectli play partsgreta gerwig directionnow onto spoileri biti think peopl want get trigger without put much thought behind they miss main pointw rememb satir barbi land real world extrem represent polar need i think well deliv messag individu importantalso i support end didnt give ken equal statu council whatev end day moment fiction world barbi qualifi design hold posit ken side charact real talent eye candi barbi uplift basi gender merittal never sign healthi societi but onward barbieand ken barbi ken i think first step toward balanc independ world star sheer audac bring forth dare topic scale it rdth list greta gerwig work,neutral
810,barbi movi alright some scene quit cring movi super funni joke sexual nowaday i believ good thing charact movi peopl color what still mysteri confus left barbieworld real world vice versa besid storylin sometim random blue thing turn i wouldnt definit watch movi though i would watch drink game whenev someon say barbi take shot cuz damn word said sooo mani time,neutral
811,first i cant believ i went movi my year old daughter want go i said ok i watch first minut disbelief intern voic ask how movi ever get made the stori stupid the act bad the movi tri cross the wizard oz la la land be john malkovich the truman show fail attempt is music comedi drama spoof ye but fail miser attempt oh i mention woman suppos superior men like woo girl himym sad ill never get time money back i recommend save money go see someth el i cant believ film good review it must new way market film pay whole bunch peopl talk write good review social medium youll get crowd open weekend youv warn,negative
812,got free ticket preview honest i littl embarrass go i tell soul a cool middl age gentleman word got could realli affect street credanyway i embrac journey im glad i here review written prententi critic i aspir next lifein greta gerwig latest directori ventur barbi esteem filmmak take monument task unravel enigma barbi icon doll fascin polar societi decadeswith margot robbi eponym charact ryan gosl ken gerwig liveact rendit delv complex world barbi attempt extract deeper mean cultur phenomenongerwig master navig treacher water brand materi infus narr blend adventur comedi fantasi romanc the result thoughtprovok explor barbi role feminist symbol challeng societ percept feminin girlhoodcan doll imposs perfect featur smile perpetu happi truli embodi feminist idealsgerwig compel audienc contempl question weav throughout fabric filmin realiti margot robbi domin film expect develop true cinemat icon the flm fun far expect henc im give boast i watch barbi,neutral
813,so bad good what politicalphilosophicalartisticstylisticlinguisticdirectoralmus mess who film even im guess teenag airhead sort happili equat barbi doll nazi war machin done film wow if aim femin id call goal so whing reliant gender stereotyp societ stereotyp busi sermonis achiev noth the reason behind film reason wouldnt stand two minut scrutini who wrote junk who direct who sign honestli im kid i say bad good id happili rewatch marvel grind cognit disson im look forward imdb rate drop alreadi,negative
814,barbi core comedi funni one from open scene greta gerwig set mood run thru entir movi margot robbi ryan gosl amaz rest big ensembl mix bag thi mostli write will ferrel charact serv purpos advertis mattel compani goofi self awar the third act slow movi shame first second act strong howev barbi deliv deliv the set design beauti artifici barbi sometim show stroke geniu fail deliv strong end,neutral
815,i swear god movi one best ive seen year my expect high but not that high im sure movi good small kid may understand problem film address im realli happi movi creat talk problem i dont wan na say problem coz would spoiler want guy surpris and see ryan gosl role someth would never expect see we know ryan mysteri dark action film see danc color cloth crazi stuff incred i love man i love even im grate took part great project address huge problem if your still wonder go answer you definit have to go,positive
816,on nose much wasnt heavi hand represent fenmisim patriarchi anyth along lineshowev final third start war ken sent film bit anticlimat end enjoy massiv point found educ without condisend a male especi understand point film make absolut make differ eye openingth cop realis barbi make end frankli cop go trend entir film wa frankli disappoint felt ran ideasstil gerwig commend attempt turn mattel product film fill humour social conscienc style least humourjust shame badli let toward end,negative
817,a i said begin articl i lost expect watch movi trailer it felt like go stori especi one would end big problem futur i continu watch averag movi analog made internet seem confirm suspicion but barbi hide pretti wellwritten script he use drama part seriou humor part from moment script preserv convey audienc much better moreov edit fluent pace watch movi breathlessli the fact durat two hour also nice consid length mainstream movi recent year,neutral
818,the movi colour fun messag state world today i get feminist messag feel like littl expo event plot pan would help complet itth first half went along pretti well tem stirl second half felt someth miss conflict eventu resolutionthst said margot robbi born play role marvel support cast great america ferrera well di ryan gosl convinc ken characterhowev i saw kid theatr probabl would get younger child,positive
819,you know say show dont tellwel somebodi inform screenwritersthi film liter narrat introduc plot describ thingsth charact say screenwrit want yell world unfortun distort view realiti neverend selfright adolescentlevel commentari social issu writer clearli littl grasp nevertheless upset aboutand best part the writer pompou liter thing listen preachi tantrum voic actor movi take wake peopl emancip themif writer wisdom sooner humankind wrong would avoid sbut thing realli solidifi incompet script th wall break acknowledg margot robbi beauti portray someon would say saidkind meta writer realiz fail script instead improv think acknowledg fact somehow make ok smarti liter becam dumber watch two hour highschool essay written adult think know what wrong world actual lack basic mental capac recogn naiv worldview incompet,neutral
820,hilari fun poignant smart satir a middleag mother i relat gloria so much and i cri boy i cri much like everyon everywher all at onc i felt seen for critic movi respons quot jack nicholson you cant handl the truth it satir folk but like satir fli head mani mani stereotyp address obviou way other subtl not go dont want support youv heard polit side well that ridicul give credit,neutral
821,scoreboardoveral score storylineplot act direct end cinematographi comedi action overal reviewfirstli year cinema connoisseur rare see movi sell quickli widespread barbi so well done barbi market teami walk cinema expect i say i overal pleasantli surpris barbi i thought might usual run mill silli kid movi complet unseriousunrealist storylinehowev barbi storylin touch lot seriou real world issu situat mani peopl relat with said feel like senseless music time unesscessari singdanc scenesth essenc film touch juxtaposit life would like woman rule world barbi land and real world live male domin thi portray well get abit silli sometimesth level act margot robbi ryan gosl bang consid play doll kept great balanc act silli whilst still keep level serious silly doesnt go overboardoveral barbi actual decent watch good level comedi realism whilst keep essenc barbi representsisit worth watch whether woman man young old barbi littl bit everyon relat so reason worth watch dont go high hope unless die hard barbi fan,positive
822,so much ink alreadi spill film two camp firmli entrench thought heavi hand felt emot therefor believ masterpieceil give third option movi well execut term vision design the polit messag dip third wave real world reflect outdat moor abund that polar audienc i supposemayb deeper mean parodi realiti i think emot reason cognit bia real culprit director world viewthi movi cotton candi sweet sort sticki gross quick disolv leav digest track,neutral
823,i watch weekend i say downright medium attent acclaim movi receiv truth thi darkgritti wholesom unconvent humor film creat dark twist yet fantast feminin adjunct toward brand key theme lay upon theme femin social role corpor greed age legaci divin intervent it read like piec epic poetri god come made thi definit movi wide rang actor make convinc i boyfriend drool ryan reynold durat movi i love margot robbi take barbi love movi,neutral
824,i realli like smartli movi made they kept basic barbi know intact fake beach food car etc etc show barbi ethnic tri blend real world give u two perspect beautifulth overal act music score stage product wardrob well thought balanc thought time i felt gap goe quit unnoticedov good watch time favorit doll know generationsdefinit worth watch one,neutral
825,the movi fun silli entertain saw theater first time ive one sinc peopl includ dress everyon interact movi cheer clap throughout after movi everyon uplift chat lobbi actual thing stranger that lot get littl movi small doll i told husband way home find karaok version song ken sing necessarili one barbi will ferrel unexpect alway complet enjoy,neutral
826,i never dream id want see adult lol it surprisingli good i laugh alot good messag love ryan gosl ken i thought grown woman go see theater dress pink littl silli i thought id give look stream glad i i wound text girlfriend thought kid told give tri i got back seriou text i said ye give tri i think enjoy it cute i laugh loud sever time ladi give tri,neutral
827,go barbi littl expect delightmargot robbi ryan gosl banter one anoth even entertain look especi gosl seem fun movi inde funniest cast membersthat said everyon cast seem fun respect role live barbieland real world but far standout would kate mckinnon ghostbust america ferrera how to train your dragon help robbi titular charact existenti crisisa product design without doubt strongest aspect film particularli barbieland seem like product team realli went allout make world mention realli feel young girl play barbieth film carri lot theme someon tri overcom ident loss also accept start love need live norm set leadersthey thoughtprovok includ capitalist femin idea make money instead enjoy alongsid idea grow come term realiti let go childhood cherish wellrepres fantasi real worldal way comedi even though joke land well realli funni put smile face endoveral barbi continu prove amaz direct skill greta gerwig littl woman ladi bird alongsid write craft husband noah baumbach with film alongsid oppenheim one standout film,neutral
828,it good movi worth watch noth special it realli overhyp worldwid although good movi noth special i believ standard gone recent time movi get better howev tell import stori somewhat fun educ movi i would rate even though barbi movi kid probabl wouldnt understand movi well the moral stori isnt barbi fun littl world it somewhat seriou kid would see barbi part understand point movi,neutral
829,give miss color nonsens meaningless dialoug stupid music number endless barbi referensesth extrem doll hous type scenographi tiresom eye water whilecharacht like robot deapth cours drama base wierd conflict insid barbi world complet unrelat quit stupidthi film know suppos a music no a comedi no a reflect upon neg capitalist societi no a child movi no a film woman grew barbi mayb i dont get more like stress endless mix barbi fantasi bit left right downmargot robbi massiv payday doubt plea make sequelryan gosl will ferrel think not proudest moment complet wast talent,neutral
830,i never felt move valid woman i watch film it beauti meaning also witti funni movi suppos you suppos verg tear next minut laugh experi although men watch enjoy wont understand valid woman watch thi movi someth i hope everi littl girl watch everi woman watch feel valid thi movi meaning i hope peopl see behind glitz glamour see sentiment behind im happi movi creat ive never watch film beauti show complex woman patriarchi damag everyon mostli woman it deeper barbi pink silli it also interest dialogu child perspect play doll it took back littl play doll think anyth possibl feel guilti like girli stuff wear pink so well done definit convers starter i hope mother accident take daughter see expect someth el come feel good woman,neutral
831,honestli i love the color brilliant the usag popular artist actor realli well done all charact brilliantli cast the intrigu gener attriact young matur audienc i think though didnt hit hard the messag within movi quit profound mani friend end emot due relat fact noth actual chang end good overal stellar younger audienc would recommend younger child not color palett bit bright not rivet just good,neutral
832,the market movi serious unlik anyth el billi eillish xbox aldo burger king nyx forev googl etcit lot adult concept word would go right kiddo head gynecologist patriarchi genit beach honestli dont think small child would enjoy much it definit teen adult pg lot great comedi i like see barbieland ran woman strong leadership posit think ken doll fun depict accessori kinda lost without barbi it cool deep realist spin feel good movi like i hope sinc ken angri whole movi creepi men constant cri anxieti barbi we existenti anxieti part movi made happi end feel super rushedi think low review fact live bodi imag issu sexism gender role stuff nice take break watch light heart movi everi,positive
833,star rate brilliant veri good okay poor awfulbarbi margot robbi one mani barbi live barbieland live happi carefre life parti live friend spite everyon hold top posit demand role suddenli suffer existenti crisi wonder death caus owner fifteen year old sasha ariana greenblatt in order sort must travel real world connect owner ken ryan gosl hitch ride along on arriv barbi reject owner discov world men rule ken enamour upon return barbieland use model take thrust barbi desper battl regain control discov true natur thing processwhen first releas back summer furor around barbi movi releas time oppenheim film big uproar film go win box offic medic expert even concern crowd soar see film would make covid number go thank didnt appear case film phenomen success barbi gone success film year ive final got round see and given inevit i eventu would i say im quit glad i didit easi enough begin dismiss premis film barbi doll central premis feel bit flimsi begin gradual develop someth substanti affect move engag stori self discoveri anoth bugbear quash film appar hatr men while theme revolv around patriarchi toxic masculin also address issu emascul gender norm expect men live done jovial non preachi way unlik realli rub anyon wrong wayfrom premis fluffi come someth much multilay far fetch concept address much deeper issu touch undercurr gener fun funki natur decent soundtrack includ much despis aqua tune,negative
834,barbi film outsid appeal younger audienc certainli much matur overal naturebarbi push boundari peopl blindli may assum barbi movi would abl good way bad waysth good barbi mani moment fun adapt emot even philosoph provok the stori enjoy attentiongrab gosl robbi play role t margot robbi play stereotyp barbi well almost well time ryan gosl play ken well contrast two differ arc film distinct allbeliev the costum design superb i thoroughli impress visual set design throughout the cgi poor scene normal i would put con but film doesnt take self serious scene rather comic anythingth bad the write film contain certain element contradict it essenti claim woman mostli power hold high societ job respons lawyer doctor presid etc simpli isnt true mother for exampl be mother one biggest respons human idea collect job singl handedli shift entir gener think yeah sorri mother power the film sever moment get polit sublimin notsublimin alway annoy matter polit belief carri almost alway cring i guesstldr barbi triumph fun engag thoughtprovok the film like mani other sell short polit agenda remov depth overal mostli enjoy experi meant adult audienc,negative
835,barbi movi realli surpris i mean wow soo freak cool dope margot robbi realli play barbi well i love base real life barbi doll toy cours made toy compani mattel also ken fri barbi boyfriend sidekick will ferrel aka elf also cool i actual like barbi movi funni cute enjoy actual watch if barbi fan i would definit would recommend watch courseoveral it cute movi base barbi toy barbi ken cute boyfriend girlfriend coupl wellwel done,neutral
836,i prepar hate turn bad but let confus award worthi film it great i think messag mind kind butcher on hand ryan gosl gave u perform he realli good actor even caract littl ridicul it fun funni see someth year old man play charact like i give nail itoveral inoffens movi watch dont anyth el better fyi music for movi ill watch second time,positive
837,i certainli didnt expect film isgrow realiz world around anxieti depress respons relationship reson mostli ken povto love care someon ignor ident need tri plea everi second leav empti and fair anyon either sidethi film isnt femin femal empower grow find realli actual purpos which hardest thing anyon includ myselfthank greta gerwig crew,neutral
838,barbi provid ying oppenheim yang it significantli better i anticip due artist film fun cast plot i expect twice nice come solid what like the set fun mix real word item barbifi backdropsobject thi quickli normal weird blend liveact movi base toy the starstud cast fantast it fun watch mani familiar face silli roleswhat like the part barbi fail preachi im fine film underli messag i even agre overal messag seem barbi tri make america ferrera rant toward end bit heavyangri made seem woman corner market everi hardship imagin thi angri turn made movi far le fun,neutral
839,rare i seen film heavi hand messag other total confus the script utter mess i felt sorri poor parent brought kid along much adult film the real world real barbieland anyon explain point will ferrel charact need go barbielandveri film i everi want end badli one end badli inclus ghost barbi maker hammer home point case miss just dont believ hype posit review film worst film ive seen sinc long long time,negative
840,a fantast satir drama patriarchi blend witti humor fabul direct fabul actingit mani thing kid film genderspecif filmgreta take u fantasi barbieland deep concept consumer patriarci physic insecur selfdiscoveri cleverli layer itconvey satir humor way subtli beautifullyi love show extrem patriarchi men also womenth set visual music costum amaz set whole vibeken barbi awesom chemistri genreat great humor screeni excit see margot robbi emma mackey togeth film and fantast all other beauti look actingther realli good onelin monologu funni make think timei felt good hear respons barbi consid talk around baribi silli film kid gender secif but much thatso indian watch hype oppenheim watch barbi wont disappoint,positive
841,it impress mani messag cleverli convey wellknown brandth movi address rang great theme skill commun color cute fairytalelik presentationon key messag barbi talk ken end word focu mostli fact individu find complet within enter relationship explor person prefer selfawar vital project unresolv issu onto partnership develop strong selfrelationship foundat step build connect othersth movi also transform tradit barbi world world men pursu interest barbi serv thi shift seem show challeng achiev equal relationship highlight struggl establish maintain balanc femin patriarchya particularli touch moment barbi creator monologu it reson empower boost woman stay abus situat due lack selfconfid fear take control livesth film address also societi impos unrealist role model lead person dissatisfact barbi beenstil exampl model howev real live start reflect doll notic miser depress areit sad see neg review impact attempt manag encapsul messag,positive
842,i genuin plan give movi wasnt bad wasnt good longer i think movi i still feel way also like movi wast time money i realli hope go amaz it barbi cri loud and i never huge fan play icon i also felt cast ken barbi perfectli howev movi made littl sen realli good amaz line quot end blah it wasnt fun funni either so i decid get instead five,negative
843,icon the set outfit decor style icon i love word tone use child play topic seriou meaning they gave creativ fun spin everyth i mani moment i thought even come i like posit surpris movi convers joke fun fit movi vibe everyth well thought i could help smile everi time it extravag light fun it movi peopl like deep dialogu dramat emot film it meant easi digest fun extra make smile i find brilliant concept refresh lightweight movi i love veri girli funin one word icon,neutral
844,a soon first teaser trailer drop youtub barbi captur attent admir recreat dawn men sequenc stanley kubrick a space odyssey creativ classic way the hype one minut long clip featur celebr crush margot robbi steal show matter movi role believ movi would phenomen and cours sever month today expect movi got bigger bigger thi partli thank barbenheim onlin phenomenon i follow watch movi open dayhonestli i didnt get everyth i expect i say i got better i expect howev hour time front huge screen pretti fun barbi simpli fun movi watch i absolut love i believ thank feel watch big screen bunch stranger around laugh i definit watch movi upon digit releas tri prove wrongmargot robbi alway phenomen movi her incred talent charm carri almost entir film mention coproduc she best cast choic play barbi doll particular barbi movi born role her costar ryan gosl comed heart movi without movi would certainli fun the rest cast also compliment role fairli well play icon charact doll differ race sizesi expect longer seriou elabor plot barbi i got instead bad the movi clearli carri messag messag clearli convey plot brief basic easi understand built favor wayth product design costum design certainli huge part film all costum set prop everyth look feel compel import accur overal histori legaci barbi mattel i huge respect attent detailat end day barbi movi i impati wait long time i feel honor seen today open day it beauti work art pay beauti homag legaci origin i happi i start love movi way releas,negative
845,yike movi offend i love charact instruct montag get real world momdaught storylin depress ad lol weird barbi hors physic comedi shower go slide great use realli good matchbox song margot ryan standout costum amaz thi movi instant classic such icon moment idea it perfectli place talk age congrat greta team achiev amaz box offic open weekend,positive
846,walk theater i expect silli outrag fun contrast compet new releas oppenheim instead i found much not movi incred humor deep insight mean woman the light brought deep connect mother daughtersespeci moment share margot robbi ruth handler noth short tearjerk not wide spectrum represent connect woman remark share struggl patriarch restraint experi common childhood memori play doll i seen critic hate magic fun woman quick hate heavi speech america ferrera give third act standard woman must meet sure didnt fit theme barbieland perfect pink atmospher power messag need strengthen impact movi her messag follow applaus audienc theater i ini left theater awe incred movi incred movi made feel it spoke way cheesi relat lazili anticapitalist cheap feminist medium could never thi movi brilliant inspir young girl i felt love seen throughout whole movi felt strongli i went hassl make damn imdb account write essay wasnt requir teacher school project i actual felt need share movi impact instead let hors love ken world speak woman felt real connect movi it beauti must watch,neutral
847,veri goodthi movi strang also fun well craft well act humour amaz but movi fail tri make seem like import movi part overal tone lightheart comedi the scene tri prove also seem overlong but scene funni rest film i also enjoy direct took realli child filmoveral realli enjoy movi great humour great perform scene go long a good funni film,positive
848,i never fan barbi i found pink clichd i watch film a trailer suggest movi peopl hate legendari doll i gave shot it worth i seldom much fun cinemabarbi live happi life barbieland develop human conscious travel real world order restor normalitythi movi much funni polit predict it discus influenc doll young girl it critic barbi stereotyp bodi acknowledg revolution way girl saw themselvesbecaus barbi anyth girl anyth said throughout film a barbi taught girl mother truemargot robbi prove great actress that make perfect cast barbi take serious sympath ryan gosl counterpart equal fit he provid film great sen humor leav laugh loudal barbi differ major movi produc hollywood right refreshingli new funni surpris director author greta gerwig done great job creat hilari summer movi,positive
849,barbi full pro consth movi fun wild adventur i love fun charact danc incred it color bright charact pop left right exud glitter delight the movi allaround barbi maximum even outfitswomen power make chang the messag wasstatedkind ofi think the movi put realli there mani moment made stop say huh well insert awkward laugh give nangrampsgreat auntkid say someth realli shouldnt said known outloud it gave feel i feel pretti movi intent get messag across never realli get even end made say are seriousoveral look movi good time one i laugh lot though look forward,positive
850,so last weekend wife i watch oppen part barbenheim boxoffic twohead monster week barbi turn from littl id incident read advanc dayglo billion dollar blockbust i expect kind retrocool existentialist postmodernist satir battl sex consumer childhood buf littl diver along way somehow duck line row i felt film miss markit start brightli eyecandi set fifti shade pink introduc margot robbi barbi barbieworld altern barbi see doll hous variou incomplet consum good exampl girl daili dryshow drink nonexist tea everyth appear perfect perfect world unless your boyfriend ken also varieti form doom exist barbi slipstream experi recur frustrat get precis nowher time object i hesit call desirethen thing start go wrong robbi stereotyp barbi she think death start malfunct visit kate mckinnon weird barbi concept i say i didnt get determin go real world connect disillus mattel employe play america ferrera whose neg channel disinterest daughter ariana greenblatt upset live doll equilibrium ryan gosl wheedl ken also along ride stow away penelop pitstopmobil togeth head l a ferrera live headquart manufactur mattelfor film went downhil fast ken head get messedup percept patriarchi barbi meltdown identitycrisi there unfunni overplay scene barbi experi humili hand greenblatt school chum traips mattel hq confront allmal board director head miscast will ferrel compani ceo return barbieworld ferrera greenblatt tow take ken newmodel kendom outdat malesuperior liter back saddlei admit i got bore soon empti supposedli satir highconcept fantasycomedi a world boxoffic billion dollar eight oscar nomin actual make wonder ive switch place barbieworld im afraid noth movi includ soundtrack unsuccess attempt either comedi patho especi wheel rhea perlman doll nowenlighten creator miss mileswhen one point namesak shout go barbi i must admit i complet differ reason,neutral
851,barbi pioneer classic film world she shatter expect supersed standard she incred insight touch truth whimsic barbi made woman woman to man doesnt get wont i invit watch anyway show support woman live experi dream hopesto men feel attack film plea feel attack thi attack men right barbi doesnt stretch truth make mockeri put life screen exactli barbi mirrorand men feel like isnt if heterosexu male attract woman logic conclus celebr enjoy feminin express curio care interest woman a film centr around woman immedi take interestto woman read review havent seen film yet plea indulg i hope find joy peac love moment life x,neutral
852,im fan modern day music i strongli dislik lalaland could never get barbi hand i watch way even though i thought sugari sweet ick peer pressur ya got ta see the last minut dialogu movi good actual wish i would watch last minut rather entir movi the actorsactress i felt good job charact it would better opinion barbi actual movi without plastic set portal land sea etc with technolog sure set could realist,neutral
853,wow realli bad here truth it bore plu want patriarchi hr ye word patriarchi said like time it crazi thi heavi hand i dont even get woman would like itithi fun polit statement let tell fun first min nobodi i mean nobodi laugh the plot place kind surpris actual writer done great work past just make wonder forc push polit stuff corpor actual believ nonsens i thought barbi would fun goofi movi but preach hour what hell im tell peopl like movi unless your far far left,positive
854,i absolut ador movi without spoiler i say truli fun surprisingli lot deeper would initi think go beyond i thought cinematographi fantast color palett perfect el act amaz everyon especi margot robbi ryan gosl i know peopl hesit accept ken realli knock park i honestli believ consid peopl margot robbi barbi it like born role absolut ador movi i hope one listen review bomb realli treat,neutral
855,i wouldnt call good movi certainli enjoy funnyi feel like movi adult instead kidsth actor good job enjoy song especi one song particular im kenim sex educ doctor marvel fan i glad see multipl actor sex educ act togeth sidebysidese ncuti gatwa play role ken made hype th doctor even greaterse shangchi gravik also play role ken movi incred cooloveral enjoy movi watch friend,positive
856,thi movi pleseant surpris it manag strike excel balanc adult child theme essenti humor land welltoward end get littl preachi certain charact speech take away movi bit the speech felt odd bit nose compar rest movi manag tie end movi fairli nice i will overlook i realli enjoy overal approach took barbi movi mani littl humor surprisesid highli reccomend movi it fun time even theatr still pack,neutral
857,i enjoy movi lot mani joke sarcasm charact keep throwingit interest unexpect view face barbi matriarch concept on hand miser thrive ken live variou music comic fun such landscap worldset someth u seen real world woman increasingli thrive social powermeanwhil storylin pretti straightforward it typic fantasi movi charact goe real world caus problem intertwin imaginari real world solv togeth real human so sen sequenc surpris howev movi good length minut casual enjoy watch famili friend,neutral
858,i found surpris grand piec comed satir stori tell concern question gender role toxic masculin by end i move tear barbi and ken it repres mani issu modern time thing i confront real life the candi pop world perform ad much support stori set design i found barbieworld cours mesmer melanchol well done i hope apart social medium hype good world heal girl woman boy men men got drag girlfriend found remind dont need gender support worth it hardest lesson learn,neutral
859,the film good scene fun watch one thing fail funni coupl overr scene it entertain mani peopl seen see would agre i would see anytim year mayb two year i would watch there definit way much hype least opinion good everyon say thi money success movi warner bro movi the certain peopl would love movi girl also woman men age if woman girl men i would definit recommend film,neutral
860,i went high hope one the market barbi cours top notch straight year audienc given glimps garish realm blue sky beach neon roller blade ryan gosl bleach hair then girlfriend i saw yawnedfor one barbi unfortun bore shine light margot robbi one best actor work right couldnt even elev nietzscheish interpret charact beyond staid reduct messag movi tri impart she come across mouthpiec rather well drawn even fun charactersh spend whole movi disturb someth outsid question place world real highlight gosl ken get roam around freeli steal scene thi seem brutal unfair kind opposit intend effectthi kind topic storylin strive relev rather irrever i hope make extrem bore watch sorri got tire barbi iter fast we want ken movi,neutral
861,barbi honestli pleasant surpris i went joke think would stupid end love movi the act humour perfect everyth well done the storylin incred good movi doll i honestli impress the soundtrack great song sung even better the effect set perfect theme plot work well i absolut love hope well box offic deserv mani award margot robbi great ryan gosl amaz michael cera better ever will ferrel ye john cena best charact great movi everyon watch,positive
862,not intro whole movi funni smart hell you gripe voic helen mirren interact sing liso strong focu humor the detail barbieland hilari there water shower glass pool decor everi night girl night it show great imagin especi kid imagin and guid perceiv movi open mind after barbi ken enter real world even unhing crazi barbieland what help go real world also shown fiction detail the way button elev immedi respons director mattel get barbi box meet ghost old ladi it realli help let absurd concept entertain everi level so laugh lot cri bit feel motiv hope everyon truli listen messag love,positive
863,so look sound amaz what stori or i say whi stori there point whatsoev weird stori and that i want say go watch costum set dont take notic say so look sound amaz what stori or i say whi stori there point whatsoev weird stori and that i want say go watch costum set dont take notic say so look sound amaz what stori or i say whi stori there point whatsoev weird stori and that i want say go watch costum set dont take notic say,neutral
864,im sorri mistak english isnt first languag thi serious one funniest movi ive ever watch i laugh everytim ryan gosl screen favorit movi the thing would say wasnt absolut best storylin i felt like like stori one movi shift stori realli fast i like feminist vibe without hate men i think would perfect movi everyon in theater mostli young femal tho dont think made,neutral
865,i like overal feel movi it creat beauti care creativ love barbi univers it also silli funbut alot honstli bit longit say alot felt like import thing somehow felt flatmayb like movi moviethough understandalb barbi univers like explor acknowledg huge subject gender equal in veiw small problem may tri hard stori got lost bitin light someway somehow becom though fun bit forgett experiencep tini spolier what ken there stori made feel abit sad i want happier end,neutral
866,barbi chang better it made appreci woman made appreci mother made grate littl girl itll make barbi playtim special fun itll stapl home someth grow girl it funni emot energet wholesom everi time barbi cri i cri everi time laugh i laugh grow barbi go toy brought comfort fun and i girl bring joy stand barbi aisl pick favorit barbi thank much movi,neutral
867,basic mattel remak heaven can wait a person travel separ realiti better understand offer world two world connect add fun movi open rip space odyssey hard say origin movi howev margot robbi bring home ground emot side movi beauti the colour palett messag worthwhil ballsi direct old role excel gosl make worth see will rememb movi year no but doesnt mean worth see,neutral
868,the barbi movi unexpect it color clever ride cinema i expect deep emot film gave life perfect lot peopl want constantli achiev day imperfect identifi u that okayim visual kind cinema goer i say danc sequenc danc night scene barbi ken travel real world amaz kudo creativ team behind i absolut ador setgreta gerwig team deliv visual spectacl heart,neutral
869,thi movi fun watch im person fan barbi never realli play interact ip anyway pure outlandish absurd movi overthetop act i couldnt stop laugh throughout runtimebas movi market i expect ponder question mean exist end well movi ponder question came conclus told conclus way clear easi understand person i like movi isnt exactli clear i like i dig littl think discus peopl with barbi i felt need the messag crystal clear i dont think necessarili bad thing littl nose tasteal super fun watch i saw famili we bought popcorn milkshak great time,positive
